"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100"
19.4393045613959,34.4259183891329,27.0391307511416,23.4640728615858,20.9552031943286,31.2904619490468,21.6698679745123,21.1861752415616,21.0006966004719,23.5028086699225,18.180463587371,22.4098095190396,25.7151413754138,21.5798890306241,18.0355274172025,17.3892318436506,26.3078118926416,32.014710938231,26.68275506308,13.921325641879,19.1247170541002,21.9801345554858,18.619436983828,16.7518586235826,19.2835971616759,24.7807226519807,23.2641885850154,17.4909266263708,26.1219567810087,14.1986012384186,24.6899700169874,15.6582305660382,25.2025991389965,19.3211909088561,16.9017859153245,17.9605924680327,22.2841261225751,26.7510570177411,16.3661825026237,20.9941585266373,20.8575207340218,24.7935813015701,25.7437271673697,31.5910218464845,27.0360390591065,38.2667469999006,21.1912599308457,23.6687777281157,16.1066351222999,27.3880216548418,17.0190952829468,24.6351535101556,14.5458724786286,24.2068159457531,29.1367936388741,21.6685905842518,30.0251134040447,17.7608962712907,27.2108828531652,20.4692470287319,18.0395423180767,29.1082933742693,21.2287246593259,21.341576878242,17.5759403895199,30.5672562481372,22.7968135087913,32.5250699182071,20.5299944422773,18.705899255536,19.505732041638,20.9919841426967,19.8372046864473,20.0343430291339,23.7328666935195,19.5657960084385,17.8867972704334,23.0976556102486,32.6081113720845,26.4928784401991,1.2,1,2.2,0.5,0.5,3,47.5,44,48.2,33.1,4.4,39.7,31.1,32.5,38.5,55.3,62.1,51.9,40.4,46.9
